Nodo,Datos
1280,"{'ID': 1280, 'Marca': 'F5 Networks', 'Modelo': 'y3XCGU', 'Puertos': 40, 'Ubicacion': (78.2886610580347, 79.83724808649524), 'AnchoDeBanda': 362}"
1281,"{'ID': 1281, 'Marca': 'Avaya', 'Modelo': 'RL3ybG', 'Puertos': 9, 'Ubicacion': (17.215123139654885, 54.57507155392357), 'AnchoDeBanda': 438}"
1282,"{'ID': 1282, 'Marca': 'Cisco', 'Modelo': 'bwtQQX', 'Puertos': 11, 'Ubicacion': (85.86984160778249, 36.97931496976382), 'AnchoDeBanda': 77}"
1283,"{'ID': 1283, 'Marca': 'Ubiquiti Networks', 'Modelo': 'yDeEto', 'Puertos': 20, 'Ubicacion': (54.06952272100622, 55.807489664266285), 'AnchoDeBanda': 478}"
1284,"{'ID': 1284, 'Marca': 'FireEye', 'Modelo': 'sP8LcR', 'Puertos': 44, 'Ubicacion': (93.28844325132725, 45.769490717680526), 'AnchoDeBanda': 725}"
1285,"{'ID': 1285, 'Marca': 'F5 Networks', 'Modelo': 'bFJVtq', 'Puertos': 7, 'Ubicacion': (82.39806681226487, 15.831728816949619), 'AnchoDeBanda': 334}"
1286,"{'ID': 1286, 'Marca': 'Ruckus Networks', 'Modelo': 'fzlQZV', 'Puertos': 7, 'Ubicacion': (8.075228641243648, 16.015952231590337), 'AnchoDeBanda': 336}"
1287,"{'ID': 1287, 'Marca': 'Check Point', 'Modelo': '7x28dp', 'Puertos': 24, 'Ubicacion': (87.33499596190816, 88.07663589288244), 'AnchoDeBanda': 94}"
1288,"{'ID': 1288, 'Marca': 'Barracuda Networks', 'Modelo': 'IwL81N', 'Puertos': 26, 'Ubicacion': (39.0134431553144, 16.925169884682155), 'AnchoDeBanda': 745}"
1289,"{'ID': 1289, 'Marca': 'Dell', 'Modelo': 'PXiTRR', 'Puertos': 30, 'Ubicacion': (64.18399613112994, 20.156198413025507), 'AnchoDeBanda': 19}"
1290,"{'ID': 1290, 'Marca': 'Pulse Secure', 'Modelo': 'CIwyv8', 'Puertos': 5, 'Ubicacion': (74.93563261016564, 94.66128345625215), 'AnchoDeBanda': 469}"
1291,"{'ID': 1291, 'Marca': 'F5 Networks', 'Modelo': 'U0t11Z', 'Puertos': 26, 'Ubicacion': (54.54687087542646, 82.56425112748424), 'AnchoDeBanda': 323}"
1292,"{'ID': 1292, 'Marca': 'Zyxel', 'Modelo': 'Ro7WuI', 'Puertos': 18, 'Ubicacion': (2.2418652925832783, 52.454633949670004), 'AnchoDeBanda': 756}"
1293,"{'ID': 1293, 'Marca': 'Pulse Secure', 'Modelo': '4Ndz0S', 'Puertos': 19, 'Ubicacion': (99.62288732665255, 59.61078125255995), 'AnchoDeBanda': 235}"
1294,"{'ID': 1294, 'Marca': 'Riverbed Technology', 'Modelo': 'oRZPyT', 'Puertos': 8, 'Ubicacion': (73.14529120245523, 57.809498365250924), 'AnchoDeBanda': 166}"
1295,"{'ID': 1295, 'Marca': 'Huawei', 'Modelo': '6aaBUE', 'Puertos': 42, 'Ubicacion': (57.74454494162763, 17.006988761506857), 'AnchoDeBanda': 530}"
1296,"{'ID': 1296, 'Marca': 'Pulse Secure', 'Modelo': 'riWfQM', 'Puertos': 46, 'Ubicacion': (11.87209968868106, 78.831751119886), 'AnchoDeBanda': 767}"
1297,"{'ID': 1297, 'Marca': 'Netgear', 'Modelo': '1H9vCM', 'Puertos': 30, 'Ubicacion': (78.68115885037734, 36.58912078458353), 'AnchoDeBanda': 461}"
1298,"{'ID': 1298, 'Marca': 'Netgear', 'Modelo': 'PaJKlR', 'Puertos': 36, 'Ubicacion': (94.5076494819388, 78.73250883616915), 'AnchoDeBanda': 955}"
1299,"{'ID': 1299, 'Marca': 'Aruba Networks', 'Modelo': 'uGJHIJ', 'Puertos': 7, 'Ubicacion': (95.81969060994233, 70.81712748265147), 'AnchoDeBanda': 170}"
1300,"{'ID': 1300, 'Marca': 'Dell', 'Modelo': 'xmj5by', 'Puertos': 23, 'Ubicacion': (80.67770018894247, 26.09163928173366), 'AnchoDeBanda': 634}"
1301,"{'ID': 1301, 'Marca': 'HP', 'Modelo': 'HfxvUS', 'Puertos': 19, 'Ubicacion': (64.6589203825918, 13.825744003124296), 'AnchoDeBanda': 190}"
1302,"{'ID': 1302, 'Marca': 'Ruckus Networks', 'Modelo': 'DaeP0j', 'Puertos': 18, 'Ubicacion': (18.33245926567989, 74.83217829154219), 'AnchoDeBanda': 112}"
1303,"{'ID': 1303, 'Marca': 'Aruba Networks', 'Modelo': '4gQSAO', 'Puertos': 38, 'Ubicacion': (95.68926094344027, 96.25819446698581), 'AnchoDeBanda': 214}"
1304,"{'ID': 1304, 'Marca': 'FireEye', 'Modelo': 'gBrojW', 'Puertos': 19, 'Ubicacion': (0.2978532837376813, 48.69752650285718), 'AnchoDeBanda': 88}"
1305,"{'ID': 1305, 'Marca': 'Zyxel', 'Modelo': 'A2mR3j', 'Puertos': 47, 'Ubicacion': (0.5516447143826264, 68.02907353052115), 'AnchoDeBanda': 792}"
1306,"{'ID': 1306, 'Marca': 'Zyxel', 'Modelo': 'hE0jaU', 'Puertos': 6, 'Ubicacion': (4.167815927298035, 35.45489427551465), 'AnchoDeBanda': 798}"
1307,"{'ID': 1307, 'Marca': 'Ubiquiti Networks', 'Modelo': 'Gmzbih', 'Puertos': 10, 'Ubicacion': (65.98769861076917, 49.53578785817869), 'AnchoDeBanda': 912}"
1308,"{'ID': 1308, 'Marca': 'Avaya', 'Modelo': 'x1P542', 'Puertos': 10, 'Ubicacion': (35.54185396337191, 76.62158649947818), 'AnchoDeBanda': 724}"
1309,"{'ID': 1309, 'Marca': 'TP-Link', 'Modelo': 'XyzitX', 'Puertos': 48, 'Ubicacion': (60.352233126490496, 37.54802094486568), 'AnchoDeBanda': 718}"
1310,"{'ID': 1310, 'Marca': 'Zyxel', 'Modelo': '2TQGQK', 'Puertos': 28, 'Ubicacion': (63.51082590852296, 21.066221374628245), 'AnchoDeBanda': 306}"
1311,"{'ID': 1311, 'Marca': 'Netgear', 'Modelo': 'FgX3VW', 'Puertos': 19, 'Ubicacion': (19.904284590308198, 76.8671456330847), 'AnchoDeBanda': 745}"
1312,"{'ID': 1312, 'Marca': 'Huawei', 'Modelo': 'Iga6Ok', 'Puertos': 44, 'Ubicacion': (17.660616421790476, 62.08005286510107), 'AnchoDeBanda': 874}"
1313,"{'ID': 1313, 'Marca': 'Cisco', 'Modelo': 'KxzQYW', 'Puertos': 24, 'Ubicacion': (16.91760365332221, 28.716404630237292), 'AnchoDeBanda': 903}"
1314,"{'ID': 1314, 'Marca': 'Aruba Networks', 'Modelo': '6B7Gce', 'Puertos': 45, 'Ubicacion': (5.554079862775286, 85.43818272383528), 'AnchoDeBanda': 360}"
1315,"{'ID': 1315, 'Marca': 'Netgear', 'Modelo': '7mD84Y', 'Puertos': 38, 'Ubicacion': (53.55136950527961, 33.86584295481757), 'AnchoDeBanda': 399}"
1316,"{'ID': 1316, 'Marca': 'Juniper Networks', 'Modelo': '8C7Szk', 'Puertos': 37, 'Ubicacion': (78.74378655151463, 21.38824471923867), 'AnchoDeBanda': 199}"
1317,"{'ID': 1317, 'Marca': 'Barracuda Networks', 'Modelo': 'C9thA9', 'Puertos': 21, 'Ubicacion': (95.81126073087695, 42.7731282569071), 'AnchoDeBanda': 357}"
1318,"{'ID': 1318, 'Marca': 'Cisco', 'Modelo': 'lwUwfg', 'Puertos': 14, 'Ubicacion': (92.99756155403225, 33.210272499869795), 'AnchoDeBanda': 309}"
1319,"{'ID': 1319, 'Marca': 'Huawei', 'Modelo': 'XQlAeW', 'Puertos': 38, 'Ubicacion': (26.082760665077732, 76.7950773899283), 'AnchoDeBanda': 629}"
1320,"{'ID': 1320, 'Marca': 'Zyxel', 'Modelo': 'M0ugX4', 'Puertos': 28, 'Ubicacion': (98.6454669808843, 19.54524572346694), 'AnchoDeBanda': 116}"
1321,"{'ID': 1321, 'Marca': 'Avaya', 'Modelo': 'iGERWe', 'Puertos': 15, 'Ubicacion': (74.73806722704025, 41.01520606325513), 'AnchoDeBanda': 419}"
1322,"{'ID': 1322, 'Marca': 'F5 Networks', 'Modelo': 'YpccfZ', 'Puertos': 41, 'Ubicacion': (46.47479531190516, 11.263664158775399), 'AnchoDeBanda': 405}"
1323,"{'ID': 1323, 'Marca': 'Barracuda Networks', 'Modelo': '3VdnRF', 'Puertos': 18, 'Ubicacion': (30.40050441757931, 51.81989124702299), 'AnchoDeBanda': 85}"
1324,"{'ID': 1324, 'Marca': 'Pulse Secure', 'Modelo': '0LJKh1', 'Puertos': 36, 'Ubicacion': (80.38009701595615, 65.52673350201535), 'AnchoDeBanda': 845}"
1325,"{'ID': 1325, 'Marca': 'F5 Networks', 'Modelo': 'vm8QrE', 'Puertos': 19, 'Ubicacion': (77.95027082828196, 59.580107711906585), 'AnchoDeBanda': 596}"
1326,"{'ID': 1326, 'Marca': 'Juniper Networks', 'Modelo': 'bE2iVj', 'Puertos': 41, 'Ubicacion': (93.27413583639309, 38.586425060333326), 'AnchoDeBanda': 422}"
1327,"{'ID': 1327, 'Marca': 'Zyxel', 'Modelo': 'JqInAW', 'Puertos': 9, 'Ubicacion': (4.179645448635094, 23.60996448647914), 'AnchoDeBanda': 260}"
1328,"{'ID': 1328, 'Marca': 'Barracuda Networks', 'Modelo': 'M9J2xe', 'Puertos': 23, 'Ubicacion': (32.94473745142178, 84.7775318289781), 'AnchoDeBanda': 959}"
1329,"{'ID': 1329, 'Marca': 'HP', 'Modelo': 'R29EzW', 'Puertos': 16, 'Ubicacion': (41.017070875489146, 78.11705849454277), 'AnchoDeBanda': 266}"
1330,"{'ID': 1330, 'Marca': 'TP-Link', 'Modelo': 'EbMrlt', 'Puertos': 47, 'Ubicacion': (7.053063385745384, 20.32369873541483), 'AnchoDeBanda': 868}"
1331,"{'ID': 1331, 'Marca': 'Netgear', 'Modelo': 'KXoHsJ', 'Puertos': 43, 'Ubicacion': (33.51472310561461, 28.29798596832641), 'AnchoDeBanda': 384}"
1332,"{'ID': 1332, 'Marca': 'Riverbed Technology', 'Modelo': 'yeiUEs', 'Puertos': 28, 'Ubicacion': (90.5351319816585, 40.23259053563613), 'AnchoDeBanda': 893}"
1333,"{'ID': 1333, 'Marca': 'Avaya', 'Modelo': 'Nn4h0U', 'Puertos': 26, 'Ubicacion': (64.83714117284813, 19.319838926786648), 'AnchoDeBanda': 119}"
1334,"{'ID': 1334, 'Marca': 'TP-Link', 'Modelo': 'KGMMIw', 'Puertos': 22, 'Ubicacion': (14.621667701032838, 34.64411851591823), 'AnchoDeBanda': 80}"
1335,"{'ID': 1335, 'Marca': 'Check Point', 'Modelo': 'We6EfD', 'Puertos': 37, 'Ubicacion': (40.85225338916073, 39.24860943005104), 'AnchoDeBanda': 302}"
1336,"{'ID': 1336, 'Marca': 'Netgear', 'Modelo': 'gUQKaL', 'Puertos': 49, 'Ubicacion': (43.94421128397967, 71.41360378385963), 'AnchoDeBanda': 933}"
1337,"{'ID': 1337, 'Marca': 'HP', 'Modelo': 'mlyQz0', 'Puertos': 28, 'Ubicacion': (29.436482278914845, 37.91660810037062), 'AnchoDeBanda': 538}"
1338,"{'ID': 1338, 'Marca': 'Pulse Secure', 'Modelo': '3gQhW6', 'Puertos': 43, 'Ubicacion': (18.89121327409401, 48.16145859997645), 'AnchoDeBanda': 702}"
1339,"{'ID': 1339, 'Marca': 'Riverbed Technology', 'Modelo': 'JYqCsD', 'Puertos': 45, 'Ubicacion': (96.84661733236314, 6.030950975787475), 'AnchoDeBanda': 623}"
1340,"{'ID': 1340, 'Marca': 'Riverbed Technology', 'Modelo': 'NeqCcS', 'Puertos': 15, 'Ubicacion': (53.41839830934971, 80.48446531481717), 'AnchoDeBanda': 179}"
1341,"{'ID': 1341, 'Marca': 'Ruckus Networks', 'Modelo': 'UNOLua', 'Puertos': 39, 'Ubicacion': (61.03772061580547, 40.55756526136799), 'AnchoDeBanda': 483}"
1342,"{'ID': 1342, 'Marca': 'F5 Networks', 'Modelo': 'peUf2i', 'Puertos': 28, 'Ubicacion': (33.3402976681836, 3.9072914074306575), 'AnchoDeBanda': 710}"
1343,"{'ID': 1343, 'Marca': 'Avaya', 'Modelo': 'YuTyeq', 'Puertos': 23, 'Ubicacion': (42.52221631119271, 47.337427504733235), 'AnchoDeBanda': 110}"
1344,"{'ID': 1344, 'Marca': 'Netgear', 'Modelo': 'NNsXmf', 'Puertos': 7, 'Ubicacion': (92.37633716472983, 95.70175107079672), 'AnchoDeBanda': 380}"
1345,"{'ID': 1345, 'Marca': 'FireEye', 'Modelo': 'hUKRrg', 'Puertos': 32, 'Ubicacion': (69.60524528633731, 36.509340133000244), 'AnchoDeBanda': 539}"
1346,"{'ID': 1346, 'Marca': 'Huawei', 'Modelo': 'IzSmxt', 'Puertos': 12, 'Ubicacion': (90.7491592231933, 96.9699046224622), 'AnchoDeBanda': 88}"
1347,"{'ID': 1347, 'Marca': 'Dell', 'Modelo': 'uh67Ls', 'Puertos': 6, 'Ubicacion': (32.66188149532534, 79.35548000998457), 'AnchoDeBanda': 428}"
1348,"{'ID': 1348, 'Marca': 'Barracuda Networks', 'Modelo': 'EjcZ8A', 'Puertos': 35, 'Ubicacion': (23.851001460394492, 7.899821619625824), 'AnchoDeBanda': 955}"
1349,"{'ID': 1349, 'Marca': 'HP', 'Modelo': 'dLD6ML', 'Puertos': 17, 'Ubicacion': (27.89101380988449, 3.52569444030435), 'AnchoDeBanda': 469}"
1350,"{'ID': 1350, 'Marca': 'Zyxel', 'Modelo': 'KhVhTK', 'Puertos': 40, 'Ubicacion': (13.165219649342719, 13.243939776159763), 'AnchoDeBanda': 240}"
1351,"{'ID': 1351, 'Marca': 'Check Point', 'Modelo': 'jnnkmd', 'Puertos': 35, 'Ubicacion': (63.32190671156638, 36.192466698766154), 'AnchoDeBanda': 481}"
1352,"{'ID': 1352, 'Marca': 'FireEye', 'Modelo': 'N421f1', 'Puertos': 23, 'Ubicacion': (83.01887704060286, 28.818650406258396), 'AnchoDeBanda': 365}"
1353,"{'ID': 1353, 'Marca': 'Ruckus Networks', 'Modelo': 'JzWa0M', 'Puertos': 43, 'Ubicacion': (87.20493625880307, 23.829364565963008), 'AnchoDeBanda': 862}"
1354,"{'ID': 1354, 'Marca': 'Zyxel', 'Modelo': 'yQhry4', 'Puertos': 49, 'Ubicacion': (70.28859806159598, 24.673855476731198), 'AnchoDeBanda': 521}"
1355,"{'ID': 1355, 'Marca': 'Zyxel', 'Modelo': 'BF2knr', 'Puertos': 14, 'Ubicacion': (30.08827386258204, 79.67876046887358), 'AnchoDeBanda': 983}"
1356,"{'ID': 1356, 'Marca': 'Dell', 'Modelo': 'RKLW71', 'Puertos': 41, 'Ubicacion': (20.346062538504572, 38.01849497273815), 'AnchoDeBanda': 745}"
1357,"{'ID': 1357, 'Marca': 'Pulse Secure', 'Modelo': 'waitpH', 'Puertos': 19, 'Ubicacion': (5.892703625827589, 84.19091073806717), 'AnchoDeBanda': 231}"
1358,"{'ID': 1358, 'Marca': 'Dell', 'Modelo': 'CJqZKS', 'Puertos': 20, 'Ubicacion': (6.073460591877633, 50.00009935425337), 'AnchoDeBanda': 847}"
1359,"{'ID': 1359, 'Marca': 'Avaya', 'Modelo': 'PHF8gN', 'Puertos': 48, 'Ubicacion': (59.46374882893939, 38.832884184563575), 'AnchoDeBanda': 416}"
1360,"{'ID': 1360, 'Marca': 'Riverbed Technology', 'Modelo': 'pLRge5', 'Puertos': 49, 'Ubicacion': (14.884877130342966, 73.18889407791896), 'AnchoDeBanda': 679}"
1361,"{'ID': 1361, 'Marca': 'Check Point', 'Modelo': 'ZeRQld', 'Puertos': 35, 'Ubicacion': (62.13391509451262, 44.88470533251952), 'AnchoDeBanda': 334}"
1362,"{'ID': 1362, 'Marca': 'TP-Link', 'Modelo': 'fuFy16', 'Puertos': 31, 'Ubicacion': (50.30890102699696, 73.35327392851187), 'AnchoDeBanda': 395}"
1363,"{'ID': 1363, 'Marca': 'TP-Link', 'Modelo': 'nqUo1b', 'Puertos': 46, 'Ubicacion': (41.1686201739503, 81.11425256405053), 'AnchoDeBanda': 430}"
1364,"{'ID': 1364, 'Marca': 'Riverbed Technology', 'Modelo': 'vN66kT', 'Puertos': 42, 'Ubicacion': (62.56243136331309, 17.24721198214135), 'AnchoDeBanda': 195}"
1365,"{'ID': 1365, 'Marca': 'TP-Link', 'Modelo': 'A2ix12', 'Puertos': 17, 'Ubicacion': (91.18941689624302, 32.3205073138846), 'AnchoDeBanda': 750}"
1366,"{'ID': 1366, 'Marca': 'HP', 'Modelo': 'hdKpry', 'Puertos': 10, 'Ubicacion': (32.48707124164936, 47.212401761956954), 'AnchoDeBanda': 541}"
1367,"{'ID': 1367, 'Marca': 'Barracuda Networks', 'Modelo': 'oDmpSn', 'Puertos': 45, 'Ubicacion': (15.146679658748209, 9.380005400712887), 'AnchoDeBanda': 551}"
1368,"{'ID': 1368, 'Marca': 'Netgear', 'Modelo': 'c6Glga', 'Puertos': 12, 'Ubicacion': (43.17750476456421, 56.6554403845239), 'AnchoDeBanda': 721}"
1369,"{'ID': 1369, 'Marca': 'Juniper Networks', 'Modelo': 'NfwAXk', 'Puertos': 35, 'Ubicacion': (75.49864426170522, 80.51343426240493), 'AnchoDeBanda': 390}"
1370,"{'ID': 1370, 'Marca': 'HP', 'Modelo': 'JnuJhZ', 'Puertos': 43, 'Ubicacion': (99.8275016187007, 82.55570653704156), 'AnchoDeBanda': 557}"
1371,"{'ID': 1371, 'Marca': 'Avaya', 'Modelo': '9C7Pow', 'Puertos': 29, 'Ubicacion': (55.907622809764426, 2.558445975020829), 'AnchoDeBanda': 882}"
1372,"{'ID': 1372, 'Marca': 'Netgear', 'Modelo': 'OjNiOc', 'Puertos': 34, 'Ubicacion': (94.69002062609901, 82.32634652763554), 'AnchoDeBanda': 253}"
1373,"{'ID': 1373, 'Marca': 'Dell', 'Modelo': 'ppYWyk', 'Puertos': 46, 'Ubicacion': (87.49455568112134, 94.62530362866218), 'AnchoDeBanda': 199}"
1374,"{'ID': 1374, 'Marca': 'Cisco', 'Modelo': 'NG4vny', 'Puertos': 19, 'Ubicacion': (23.18268159342496, 99.82664963194048), 'AnchoDeBanda': 183}"
1375,"{'ID': 1375, 'Marca': 'Netgear', 'Modelo': 'LXssR9', 'Puertos': 29, 'Ubicacion': (40.9141520474663, 20.990615351997455), 'AnchoDeBanda': 652}"
1376,"{'ID': 1376, 'Marca': 'Avaya', 'Modelo': 'ISzVlu', 'Puertos': 49, 'Ubicacion': (36.19924059321696, 0.9763695857823884), 'AnchoDeBanda': 133}"
1377,"{'ID': 1377, 'Marca': 'Riverbed Technology', 'Modelo': 'fNQVOG', 'Puertos': 47, 'Ubicacion': (70.8761475830583, 76.31457819728512), 'AnchoDeBanda': 970}"
1378,"{'ID': 1378, 'Marca': 'HP', 'Modelo': 'DcD5RX', 'Puertos': 35, 'Ubicacion': (65.66280493313876, 7.645450003081566), 'AnchoDeBanda': 293}"
1379,"{'ID': 1379, 'Marca': 'Dell', 'Modelo': 'e2MUzf', 'Puertos': 20, 'Ubicacion': (18.13356101526996, 27.41651941239327), 'AnchoDeBanda': 307}"
1380,"{'ID': 1380, 'Marca': 'Cisco', 'Modelo': 'T48nJB', 'Puertos': 39, 'Ubicacion': (20.860979867922257, 47.637493386582186), 'AnchoDeBanda': 394}"
1381,"{'ID': 1381, 'Marca': 'F5 Networks', 'Modelo': 'YnHxFl', 'Puertos': 50, 'Ubicacion': (56.73590286217094, 87.65826944468856), 'AnchoDeBanda': 956}"
1382,"{'ID': 1382, 'Marca': 'Zyxel', 'Modelo': 'rwib9T', 'Puertos': 15, 'Ubicacion': (56.09750123493833, 80.26258705267743), 'AnchoDeBanda': 323}"
1383,"{'ID': 1383, 'Marca': 'Huawei', 'Modelo': 'bD5Ywh', 'Puertos': 32, 'Ubicacion': (88.55339093556671, 56.67475937388111), 'AnchoDeBanda': 891}"
1384,"{'ID': 1384, 'Marca': 'Avaya', 'Modelo': 'BPbppl', 'Puertos': 39, 'Ubicacion': (30.180501673475757, 42.70124823663176), 'AnchoDeBanda': 289}"
1385,"{'ID': 1385, 'Marca': 'Huawei', 'Modelo': 'HlAQPl', 'Puertos': 6, 'Ubicacion': (63.62217780931482, 93.60727467789789), 'AnchoDeBanda': 134}"
1386,"{'ID': 1386, 'Marca': 'Zyxel', 'Modelo': '3qUeiO', 'Puertos': 31, 'Ubicacion': (80.04866095063589, 39.523884886041614), 'AnchoDeBanda': 223}"
1387,"{'ID': 1387, 'Marca': 'Netgear', 'Modelo': '5HHDIp', 'Puertos': 37, 'Ubicacion': (29.083865405182184, 3.7160787005165896), 'AnchoDeBanda': 961}"
1388,"{'ID': 1388, 'Marca': 'Ruckus Networks', 'Modelo': 'M6GZyd', 'Puertos': 38, 'Ubicacion': (2.9155578317163644, 7.518022455925677), 'AnchoDeBanda': 141}"
1389,"{'ID': 1389, 'Marca': 'HP', 'Modelo': 'O9qbIG', 'Puertos': 35, 'Ubicacion': (58.95639631171039, 58.09900392811371), 'AnchoDeBanda': 830}"
1390,"{'ID': 1390, 'Marca': 'FireEye', 'Modelo': 'NglWwf', 'Puertos': 42, 'Ubicacion': (55.44020112012266, 98.55537359053186), 'AnchoDeBanda': 734}"
1391,"{'ID': 1391, 'Marca': 'Netgear', 'Modelo': 'D2w6nr', 'Puertos': 47, 'Ubicacion': (22.651006305203524, 41.91361568458806), 'AnchoDeBanda': 871}"
1392,"{'ID': 1392, 'Marca': 'Juniper Networks', 'Modelo': 'uknrQ3', 'Puertos': 49, 'Ubicacion': (45.95055483981517, 94.67880773952508), 'AnchoDeBanda': 298}"
1393,"{'ID': 1393, 'Marca': 'Riverbed Technology', 'Modelo': 'OpqBjs', 'Puertos': 18, 'Ubicacion': (54.2945188283502, 25.407263392745715), 'AnchoDeBanda': 533}"
1394,"{'ID': 1394, 'Marca': 'Ubiquiti Networks', 'Modelo': '86lm8n', 'Puertos': 19, 'Ubicacion': (90.53905051736176, 28.451700952124714), 'AnchoDeBanda': 912}"
1395,"{'ID': 1395, 'Marca': 'Pulse Secure', 'Modelo': 'a0Pni7', 'Puertos': 45, 'Ubicacion': (3.291301696869753, 66.63756612948649), 'AnchoDeBanda': 577}"
1396,"{'ID': 1396, 'Marca': 'Avaya', 'Modelo': 'R0evLB', 'Puertos': 41, 'Ubicacion': (92.82733214162027, 62.11622789811248), 'AnchoDeBanda': 237}"
1397,"{'ID': 1397, 'Marca': 'FireEye', 'Modelo': 'BwY8yr', 'Puertos': 31, 'Ubicacion': (17.32040637665424, 34.21864750448184), 'AnchoDeBanda': 395}"
1398,"{'ID': 1398, 'Marca': 'Cisco', 'Modelo': 'MZsJeW', 'Puertos': 10, 'Ubicacion': (43.210480315771925, 75.55610694355619), 'AnchoDeBanda': 952}"
1399,"{'ID': 1399, 'Marca': 'TP-Link', 'Modelo': 'vRwuZm', 'Puertos': 25, 'Ubicacion': (22.2555879585574, 94.8602026502686), 'AnchoDeBanda': 932}"
1400,"{'ID': 1400, 'Marca': 'Zyxel', 'Modelo': 'BGLbYf', 'Puertos': 30, 'Ubicacion': (29.300045259357432, 40.77045003943981), 'AnchoDeBanda': 586}"
1401,"{'ID': 1401, 'Marca': 'Huawei', 'Modelo': 'jIzxcE', 'Puertos': 15, 'Ubicacion': (85.28357759618841, 71.33894091586642), 'AnchoDeBanda': 19}"
1402,"{'ID': 1402, 'Marca': 'Ruckus Networks', 'Modelo': 'fR7RLh', 'Puertos': 9, 'Ubicacion': (10.548392660888128, 7.341630189112425), 'AnchoDeBanda': 595}"
1403,"{'ID': 1403, 'Marca': 'Ubiquiti Networks', 'Modelo': '1W0VZt', 'Puertos': 33, 'Ubicacion': (81.75981207954693, 49.04774224509031), 'AnchoDeBanda': 700}"
1404,"{'ID': 1404, 'Marca': 'Aruba Networks', 'Modelo': 'kcEIbI', 'Puertos': 35, 'Ubicacion': (45.55614714432175, 98.1141726456212), 'AnchoDeBanda': 108}"
1405,"{'ID': 1405, 'Marca': 'Pulse Secure', 'Modelo': 'K28D5n', 'Puertos': 44, 'Ubicacion': (7.564526827423612, 63.11988155108181), 'AnchoDeBanda': 911}"
1406,"{'ID': 1406, 'Marca': 'Cisco', 'Modelo': '2aSg0J', 'Puertos': 30, 'Ubicacion': (92.79147823322931, 3.1829351241544734), 'AnchoDeBanda': 669}"
1407,"{'ID': 1407, 'Marca': 'Juniper Networks', 'Modelo': 'Gf73l3', 'Puertos': 42, 'Ubicacion': (53.96988219133093, 82.00397815745085), 'AnchoDeBanda': 420}"
1408,"{'ID': 1408, 'Marca': 'Avaya', 'Modelo': 'N2w8Dm', 'Puertos': 18, 'Ubicacion': (86.28288835277145, 89.63956764052395), 'AnchoDeBanda': 246}"
1409,"{'ID': 1409, 'Marca': 'Netgear', 'Modelo': 'n61lft', 'Puertos': 45, 'Ubicacion': (49.066075070605365, 6.817798726893665), 'AnchoDeBanda': 722}"
1410,"{'ID': 1410, 'Marca': 'Pulse Secure', 'Modelo': 'rVZU7z', 'Puertos': 6, 'Ubicacion': (50.95579366084836, 20.396249913535534), 'AnchoDeBanda': 227}"
1411,"{'ID': 1411, 'Marca': 'Juniper Networks', 'Modelo': 'PtkxPK', 'Puertos': 29, 'Ubicacion': (44.82727790569941, 76.02339470792737), 'AnchoDeBanda': 776}"
1412,"{'ID': 1412, 'Marca': 'HP', 'Modelo': 'Ho3dT6', 'Puertos': 47, 'Ubicacion': (44.469430168018675, 52.69853482013113), 'AnchoDeBanda': 942}"
1413,"{'ID': 1413, 'Marca': 'Ubiquiti Networks', 'Modelo': 'PmRGVn', 'Puertos': 26, 'Ubicacion': (33.01266832412857, 67.95097359708552), 'AnchoDeBanda': 939}"
1414,"{'ID': 1414, 'Marca': 'HP', 'Modelo': 'JFD3AD', 'Puertos': 45, 'Ubicacion': (55.44481684121326, 32.05727825784942), 'AnchoDeBanda': 701}"
1415,"{'ID': 1415, 'Marca': 'Riverbed Technology', 'Modelo': 'JrEWKM', 'Puertos': 39, 'Ubicacion': (42.649485465033585, 86.41472782821852), 'AnchoDeBanda': 582}"
1416,"{'ID': 1416, 'Marca': 'F5 Networks', 'Modelo': 'SjXZWF', 'Puertos': 30, 'Ubicacion': (44.50899526807387, 25.639793686176283), 'AnchoDeBanda': 61}"
1417,"{'ID': 1417, 'Marca': 'Ruckus Networks', 'Modelo': 'ADRbzv', 'Puertos': 22, 'Ubicacion': (35.42380146618693, 83.66339945579416), 'AnchoDeBanda': 659}"
1418,"{'ID': 1418, 'Marca': 'TP-Link', 'Modelo': 'qssgvF', 'Puertos': 21, 'Ubicacion': (72.68958502289435, 97.17481667882979), 'AnchoDeBanda': 368}"
1419,"{'ID': 1419, 'Marca': 'Ruckus Networks', 'Modelo': 'fw1d3t', 'Puertos': 35, 'Ubicacion': (51.98618368788422, 77.485292296568), 'AnchoDeBanda': 42}"
1420,"{'ID': 1420, 'Marca': 'HP', 'Modelo': 'Jg1yCQ', 'Puertos': 7, 'Ubicacion': (13.752894069163135, 54.92603427276301), 'AnchoDeBanda': 941}"
1421,"{'ID': 1421, 'Marca': 'Riverbed Technology', 'Modelo': 'rpEAnM', 'Puertos': 48, 'Ubicacion': (65.67768012922046, 2.4092387339032517), 'AnchoDeBanda': 951}"
1422,"{'ID': 1422, 'Marca': 'TP-Link', 'Modelo': 'uIhyUp', 'Puertos': 6, 'Ubicacion': (58.39820476614207, 92.02289727498523), 'AnchoDeBanda': 653}"
1423,"{'ID': 1423, 'Marca': 'Cisco', 'Modelo': 'uvwkqj', 'Puertos': 48, 'Ubicacion': (28.339291068754857, 97.91188728828429), 'AnchoDeBanda': 500}"
